Name;IATA;ICAO;Callsign;Country
Afrique Regional Airways;;AFW;AFRAIR;Ivory Coast
Afro International Ent. Limited;;AOR;INTER-AFRO;Nigeria
Agence Nationale des Aerodromes et de la Meteorologie;;ZZM;;Ivory Coast
Agroar - Trabalhos Aereos;;GRR;AGROAR;Portugal
Agrocentr-Avia;;GSV;AGRAV;Kazakhstan
Agrolet-Mci;;AGZ;AGROLET;Slovakia
Aguilar Connect;3X;GUI;Moonexpress;Chile
Aguilas Mayas Internacional;;GME;MAYAN EAGLES;Guatemala
Aigle Azur;ZI;AAF;AIGLE AZUR;France
Air 26;;DCD;DUCARD;Angola
Air 500;;BRM;BOOMERANG;Canada
Air Ada;;RDM;AIR ADA;Mauritania
Air Adriatic;;AHR;ADRIATIC;Croatia
Air Affaires Tchad;;FTC;AFFAIRES TCHAD;Chad
Air Afrique;RK;RKA;AIRAFRIC;Ivory Coast
Air Afrique Vacancies;;AFV;AFRIQUE VACANCE;Ivory Coast
Air Alfa;;LFA;;Turkey
Air Algerie;AH;DAH;AIR ALGERIE;Algeria
Air Alize;;RLZ;ALIZE;France
Air ALM;;ALM;ANTILLEAN;Netherlands Antilles
Air Alma;;AAJ;AIR ALMA;Canada
Air Almaty;;LMY;AGLEB;Kazakhstan
Air Almaty ZK;;LMZ;ALUNK;Kazakhstan
Air Alpha;;DBA;DOUBLE-A;United States
Air Alpha Greenland;GD;AHA;AIR ALPHA;Denmark
Air Alps Aviation;A6;LPV;ALPAV;Austria
Air Alps Aviation (A6);A6;\N;ALPAV;Austria
Air Alsie;;MMD;MERMAID;Denmark
Air Ambar;;AMY;AIR AMBAR;Dominican Republic
Air Amder;;RMD;AIR AMDER;Mauritania
Air Anastasia;;RUD;ANASTASIA;Ukraine
Air Anatolia;;NTL;AIR ANATOLIA;Turkey
Air and Sea Transport;;ASN; ;Russia
Air Andaman;;ADW;AIR ANDAMAN;Thailand
Air Andaman (2Y);2Y;AOW;AIR ANDAMAN;Thailand
Air Antilles Express;3S;\N;GREEN BIRD;Guadeloupe
Air Arabia;G9;ABY;ARABIA;United Arab Emirates
Air Arabia Egypt;E5;RBG;;Egypt
Air Arabia Maroc;3O;\N;Air Arabia;Morocco
Air Archipels;;RHL;ARCHIPELS;France
Air Armenia;QN;ARR;AIR ARMENIA;Armenia
Air Astana;KC;KZR;ASTANALINE;Kazakhstan
Air Atlanta Europe;;EUK;SNOWBIRD;United Kingdom
Air Atlanta Icelandic;CC;ABD;ATLANTA;Iceland
Air Atlantic;9A;\N;Atlantic;Canada
Air Atlantic (Nig) Limited;;ANI;NIGALANTIC;Nigeria
Air Atlantic Dominicana;;ADC;ATLAN-DOMINICAN;Dominican Republic
Air Atlantic Uruguay;;AUM;ATLAMUR;Uruguay
Air Atlantique;KI;AAG;ATLANTIC;United Kingdom
Air Atonabee;;OUL;CITY EXPRESS;Canada
Air Aurora;;AAI;BOREALIS;United States
Air Austral;UU;REU;REUNION;France
Air Baffin;;BFF;AIR BAFFIN;Canada
Air Bagan;W9;JAB;AIR BAGAN;Myanmar
Air Baltic;BT;BTI;AIRBALTIC;Latvia
Air Ban;;LZP;DOC AIR;Bulgaria
Air Bandama;;BDM;BANDAMA;Ivory Coast
Air Bangladesh;B9;BGD;AIR BANGLA;Bangladesh
Air Bashkortostan;;BBT;AGYDAL;Russia
Air Batumi;;BTM;;Georgia
Air BC;;ABL;AIRCOACH;Canada
Air Berlin;AB;BER;AIR BERLIN;Germany
Air Bosna;JA;BON;AIR BOSNA;Bosnia and Herzegovina
Air Botswana;BP;BOT;BOTSWANA;Botswana
Air Bourbon;ZB;BUB;BOURBON;Reunion
Air Brasd'or;;BRL;BRASD'OR;Canada
Air Bravo;;BRF;AIR BRAVO;Uganda
Air Brousse;;ABT;AIR BROUSSE;Canada
Air Bucharest;;BUR;;Romania
Air Burkina;2J;VBW;BURKINA;Burkina Faso
Air Burundi;8Y;PBU;AIR-BURUNDI;Burundi
Air Busan;BX;ABL;Air Busan;Republic of Korea
Air Cairo;;MSC;;Egypt
Air Cal;TY;TPC;AIRCAL;France
Air Caledonia;;ACM;WEST CAL;Canada
Air Caledonie International;SB;ACI;AIRCALIN;France
Air Canada;AC;ACA;AIR CANADA;Canada
Air Canada Jazz;QK;JZA;JAZZ;Canada
Air Cape;KP;\N;;South Africa
Air Caraïbes;TX;FWI;FRENCH WEST;France
Air Caraibes Atlantique;;CAJ;CAR LINE;France
Air Care Alliance;;CMF;COMPASSION;United States
Air Cargo America;;MVM;PEGASUS;United States
Air Cargo Belize;;CGB;CARGO BELIZE;Belize
Air Cargo Carriers;2Q;SNC;NIGHT CARGO;United States
Air Cargo Center;;GRI;;Sao Tome and Principe
Air Cargo Express;;TDG;TURBO DOG;United States
Air Cargo Express International;;PFT;PROFREIGHT;United States
Air Cargo Germany;6U;\N;Loadmaster;Germany
Air Cargo Masters;;RNR;RUNNER;United States
Air Cargo Transportation System;;ACU;AFRISPIRIT;Kenya
Air Carnival;2S;\N;;India
Air Carriers;;FCI;FAST CHECK;United States
Air Cassai;;RCI;AIR CASSAI;Angola
Air Castle Corporation / Global Airways;;GLB;GLO-AIR;United States
Air Center Helicopters;;RAP;RAPTOR;United States
Air Central;NV;CRF;AIR CENTRAL;Japan
Air Century;;CEY;;Dominican Republic
Air Cess;;ACS;;Liberia
Air Charter International;SF;\N;;France
Air Charter Professionals;;CHV;CHARTAIR;United States
Air Charter Service;;ACV;;United Kingdom
Air Charter Services;;CHR;ZAIRE CHARTER;Democratic Republic of the Congo
Air Charter World;;XAC;;United States
Air Charters;;ACX;PARAIR;Canada
Air Charters Eelde;;RCC;RACER;Netherlands
Air Chathams;CV;CVA;CHATHAM;New Zealand
Air China;CA;CCA;AIR CHINA;China
Air China Cargo;;CAO;AIRCHINA FREIGHT;China
Air Choice One;3E;\N;;United States
Air City;4F;ECE;AIRCITY;Germany
Air Class;;ASS; S.A. de C.V.;AIR CLASS
Air Class Lineas Aereas;QD;QCL;ACLA;Uruguay
Air Columbus;;CBS;AIR COLUMBUS;Ukraine
Air Comet Chile;3I;\N;;Chile
Air Comores International;GG;HAH;AIR COMORES;Comoros
Air Concorde;;KGD;CONCORDE AIR;Bulgaria
Air Consul;;CNU;AIR CONSUL;Spain
Air Continental Inc;;NAR;NIGHT AIR;United States
Air Contractors;AG;ABR;CONTRACT;Ireland
Air Corporate;;CPV;AIRCORPORATE;Italy
Air Corridor;QC;CRD;AIR CORRIDOR;Mozambique
Air Costa;LB;\N;;India
Air Creebec;;CRQ;CREE;Canada
Air Cruzal;;CRJ;AIR CRUZAL;Angola
Air Cudlua;;CUD;Cudlua;United Kingdom
Air Data;;AFS;;United Kingdom
Air D'Ayiti;H9;HAD;HAITI AVIA;Haiti
Air Division of the Eastern Kazakhstan Region;;UCK;GALETA;Kazakhstan
Air Djibouti;;DJU;AIR DJIB;Djibouti
Air Dolomiti;EN;DLA;DOLOMOTI;Italy
Air Dorval;;ADT;AIR DORVAL;Canada
Air Engiadina-BRN;;RQX;Engiadina;Switzerland
Air Este;;EET;AESTE;Spain
Air Europa;UX;AEA;EUROPA;Spain
Air Europe;PE;AEL;AIR EUROPE;Italy
Air Evans;;VAE;AIR-EVANS;Spain
Air Evex;;EVE;SUNBEAM;Germany
Air Excel;;XLL;TINGA-TINGA;Tanzania
Air Exchange;;EXG;EXCHANGE;United States
Air Executive;;IVE;COMPANY EXEC;Spain
Air Executive Charter;;XEC;;Germany
Air Exel;XT;AXL;EXEL COMMUTER;Netherlands
Air Explore;;AXE;;Slovakia
Air Express;;AEQ;LUNA;Sweden
Air Express;;AEJ;KHAKI EXPRESS;Tanzania
Air Express;;AXD;AIR SUDEX;Sudan
Air Falcon;;FLD;;Pakistan
Air Falcon;;AVG;DJIBOUTI FALCON;Djibouti
Air Fecteau;;AFH;FECTO;Canada
Air Fiji;PC;FAJ;FIJIAIR;Fiji
Air Finland;OF;FIF;AIR FINLAND;Finland
Air Florida;QH;FLZ;AIR FLORIDA;United States
Air Foyle;GS;UPA;FOYLE;United Kingdom
Air France;AF;AFR;AIRFRANS;France
Air Fret De Mauritanie;;FMT;;Mauritania
Air Fret Senegal;;ABN; ;Senegal
Air Gabon;GN;AGN;GOLF NOVEMBER;Gabon
Air Gemini;;GLL;TWINS;Angola
Air Georgia;DA;GRG;AIR GEORGIA;Georgia
Air Georgian;ZX;GGN;GEORGIAN;Canada
Air Ghana;;GHN;AIR GHANA;Ghana
Air Glaciers;7T;AGV;AIR GLACIERS;Switzerland
Air Great Wall;;CGW;CHANGCHENG;China
Air Greenland;GL;GRL;GREENLAND;Denmark
Air Guam;;AGM;AIR GUAM;United States
Air Guinee Express;2U;GIP;FUTURE EXPRESS;Guinea
Air Guyane;GG;GUY;GREEN BIRD;French Guiana
Air Haiti;;HJA;AIRHAITI;Haiti
Air Hamburg (AHO);HH;AHO;Air Hamburg;Germany
Air Hong Kong;LD;AHK;AIR HONG KONG;Hong Kong
Air Horizon;8C;HZT;HORIZON TOGO;Togo
Air Horizon;;TPK;TCHAD-HORIZON;Chad
Air Iceland;NY;FXI;FAXI;Iceland
Air Illinois;;AIL;AIR ILLINOIS;United States
Air India Express;IX;AXB;EXPRESS INDIA;India
Air India Limited;AI;AIC;AIRINDIA;India
Air India Regional;CD;\N;ALLIED;India
AIR INDOCHINE;;IIA;;Vietnam
Air Indus;PP;AI0;AIPL;Pakistan
Air Integra;;AII;INTEGRA;Canada
Air Inter Cameroun;;ICM;INTER-CAMEROUN;Cameroon
Air Inter Gabon;;AIG; ;Gabon
Air Inter Ivoire;;NTV;INTER-IVOIRE;Ivory Coast
Air Intersalonika;;NSK;INTERSALONIKA;Greece
Air Inuit;;AIE;AIR INUIT;Canada
Air Italy;I9;AEY;AIR ITALY;Italy
Air Italy Egypt;;EUD;;Egypt
Air ITM;;MQT;MUSKETEER;France
Air Ivoire;VU;VUN;AIRIVOIRE;Ivory Coast
Air Jamahiriya Company;;LJA;AIR JAMAHIRIYA;Libya
Air Jamaica;JM;AJM;JAMAICA;Jamaica
Air Jamaica Express;;JMX;JAMAICA EXPRESS;Jamaica
Air Japan;NQ;AJX;AIR JAPAN;Japan
Air Jetsul;;AJU;AIRJETSUL;Portugal
Air Kazakhstan;9Y;KZK;Kazakh;Kazakhstan
Air KBZ;;KBZ;Air KBZ;Burma
Air Kenya (Priv);QP;\N;;Kenya
Air Kiribati;4A;AKL;;Kiribati
Air Kirovograd;;KAD;AIR KIROVOGRAD;Ukraine
Air Kissari;;KSI;KISSARI;Angola
Air Klaipeda;;KLD;AIR KLAIPEDA;Lithuania
Air Kokshetau;;KRT;KOKTA;Kazakhstan
Air Korea Co. Ltd.;;AKA;;Republic of Korea
Air Koryo;JS;KOR;AIR KORYO;Democratic People's Republic of Korea
Air Kraft Mir;;KFT;AIR KRAFT MIR;Uzbekistan
Air Kufra;;KAV;AIRKUFRA;Libya
Air LA;;UED;AIR L-A;United States
Air Lazur;;LZR;LAZUR BEE-GEE;Bulgaria
Air Leone;;RLL;AEROLEONE;Sierra Leone
Air Libert;VD;;;France
Air Libya Tibesti;;TLR;AIR LIBYA;Libya
Air Lift;;IFI;HELLAS LIFT;Greece
Air Lincoln;;ALN;CHICAGO LINCOLN;United States
Air Lithuania;TT;KLA;KAUNAS;Lithuania
Air Lituanica;LT;LTU;LITUANICA;Lithuania
Air Livonia;;LIV;LIVONIA;Estonia
Air Logistics;;ALG;AIRLOG;United States
Air Luxor;LK;LXR;AIRLUXOR;Portugal
Air Luxor GB;L8;LXG;LUXOR GOLF;Guinea-Bissau
Air Luxor STP;;ALU;LUXORJET;Sao Tome and Principe
Air Macau;NX;AMU;AIR MACAO;Macao
Air Mach;;KAM;ICO-AIR;Italy
Air Madagascar;MD;MDG;AIR MADAGASCAR;Madagascar
Air Madeleine;;MLN;AIR MADELEINE;Canada
Air Madrid;NM;DRD;ALADA AIR;Spain
Air Majoro;;MJP;Air Majoro;Peru
Air Malawi;QM;AML;MALAWI;Malawi
Air Maldives;;AMI;AIR MALDIVES;Maldives
Air Mali;;MLI;AIR MALI;Mali
Air Mali International;;KLB;TRANS MALI;Mali
Air Malta;KM;AMC;AIR MALTA;Malta
Air Mana;;EFC;FLIGHT TAXI;France
Air Manas;;MBB;AIR MANAS;Kyrgyzstan
Air Mandalay;6T;\N;Six Tango;Burma
Air Marrakech Service;;MKH;AIR MARRAKECH;Morocco
Air Marshall Islands;CW;CWM;AIR MARSHALLS;Marshall Islands
Air Mauritanie;MR;MRT;MIKE ROMEO;Mauritania
Air Mauritius;MK;MAU;AIRMAURITIUS;Mauritius
Air Max;;RMX;AEROMAX;Bulgaria
Air Max Africa;;AZX;AZIMA;Gabon
Air Medical;;MCD;AIR MED;United Kingdom
Air Mediterranee;DR;BIE;MEDITERRANEE;France
Air Mekong;P8;MKG;Air Mekong;Vietnam
Air Memphis;;MHU;MEPHIS UGANDA;Uganda
Air Memphis;;MHS;AIR MEMPHIS;Egypt
Air Mercia;;MCB;WESTMID;United Kingdom
Air Meridan;;MEF;EMPENNAGE;Nigeria
Air Metack;;MTK;AIRMETACK;Angola
Air Midwest;ZV;AMW;AIR MIDWEST;United States
Air Midwest;;VTY;VICTORY;Nigeria
Air Minas Linhas A;;AMG;AIR MINAS;Brazil
Air Mobility Command;MC;RCH;REACH;United States
Air Moldova;9U;MLD;AIR MOLDOVA;Moldova
Air Monarch Cargo;;MOC;MONARCH CARGO;Mexico
Air Montegomery;;MTY;MONTY;United Kingdom
Air Montenegro;;AMN;MONTENEGRO;Montenegro
Air Montreal (Air Holdings Inc.);;AMO;AIR MONTREAL;Canada
Air Moorea;;TAH;AIR MOOREA;France
Air Mozambique;TM;\N;;Mozambique
Air Muskoka;;AMS;AIR MUSKOKA;Canada
Air Namibia;SW;NMB;NAMIBIA;Namibia
Air Napier;;NPR;;New Zealand
Air Navigation And Trading Co. Ltd.;;ANB;AIR NAV;United Kingdom
Air Nelson;;RLK;;New Zealand
Air Nepal International;;NPL;AIR NEPAL;Nepal
Air Net Private Charter;;WDR;WIND RIDER;United States
Air Nevada;;ANV;AIR NEVADA;United States
Air New Zealand;NZ;ANZ;NEW ZEALAND;New Zealand
Air Newark;;NER;NEWAIR;United States
Air Next;;NXA;BLUE-DOLPHIN;Japan
Air Niagara Express;;DBD;AIR NIAGARA;Canada
Air Niamey;;AWN;AIR NIAMEY;Niger
Air Nigeria;;NGP;REGAL EAGLE;Nigeria
Air Nippon;EL;ANK;ANK AIR;Japan
Air Nippon Network Co. Ltd.;EH;AKX;ALFA WING;Japan
Air Niugini;PX;ANG;NUIGINI;Papua New Guinea
Air North Charter - Canada;4N;ANT;AIR NORTH;Canada
Air Nostrum;YW;ANE;AIR NOSTRUM;Spain
Air Nova;;HMT;HAMILTON;Canada
Air One;AP;ADH;HERON;Italy
Air One Cityliner;;CYL;CITYLINER;Italy
Air One Executive;;AOE; ;Italy
Air One Nine;;ONR;EDER;Libya
Air Ontario;;ONT;ONTARIO;Canada
Air Ops;CR;\N;;Sweden
Air Pacific;FJ;FJI;PACIFIC;Fiji
Air Pack Express;;PCK;AIRPACK EXPRESS;Spain
Air Pal;;PLL;AIRPAL;Spain
Air Palace;;PCS;AIR PALACE;Mexico
Air Parabet;;PBT;PARABET;Bangladesh
Air Paradise International;AD;PRZ;RADISAIR;Indonesia
Air Park Aviation Ltd.;;APA;CAN-AM;Canada
Air Partner;;ACG;AIR PARTNER;United Kingdom
Air Pegasus;OP;PPL;;India
Air People International;;APG;AIR PEOPLE;Thailand
Air Philippines;2P;GAP;ORIENT PACIFIC;Philippines
Air Plan International;;APV;AIR PLAN;Democratic Republic of the Congo
Air Plus Argentina;;LMP;AIR FLIGHT;Argentina
Air Plus Comet;A7;MPD;RED COMET;Spain
Air Print;;APJ; S.A.;AIR PRINT
Air Pullmantur;;PLM;PULLMANTUR;Spain
Air Queensland;;AQN;BUSHAIR;Australia
Air Rarotonga;GZ;RAR;;Cook Islands
Air Resorts;;ARZ;AIR RESORTS;United States
Air Roberval;;RBV;AIR ROBERVAL;Canada
Air Routing International Corp.;;ARC; ;United States
Air Rum;;RUM;AIR RUM;Sierra Leone
Air S;KY;EQL;EQUATORIAL;Air S
Air Safaris and Services;;SRI;AIRSAFARI;New Zealand
Air Sahara;S2;RSH;SAHARA;India
Air Saigon;;SGA;AIR SAIGON;Vietnam
Air Saint Louis;;LOU;AIR SAINTLOUIS;Senegal
Air Saint Pierre;PJ;SPM;;France
Air Salone;20;RNE;AIR SALONE;Sierra Leone
Air Salone;2O;;;Sierra Leone
Air Samarkand;;SND;ARSAM;Uzbekistan
Air San Juan;;SJN;SAN JUAN;United States
Air Sandy;;SNY;AIR SANDY;Canada
Air Santo Domingo;EX;SDO;AERO DOMINGO;Dominican Republic
Air Satellite;;ASJ;SATELLITE;Canada
Air Schefferville;;ASF; Inc.;SCHEFF
Air Scorpio;;SCU;SCORPIO UNIVERS;Bulgaria
Air Scotland;;GRE;GREECE AIRWAYS;Greece
Air Senegal International;V7;SNG;AIR SENEGAL;Senegal
Air Serbia;JU;ASL;AIR SERBIA;Serbia
Air Service;M3;SPJ;AIR SKOPJE;Macedonia
Air Service Center;;RCX;SERVICE CENTER;Italy
Air Service Gabon;G8;AGB;;Gabon
Air Service Groningen;;DEG;DEGGER;Netherlands
Air Seychelles;HM;SEY;SEYCHELLES;Seychelles
Air Sicilia;BM;;;Italy
Air Sinai;4D;ASD;AIR SINAI;Egypt
Air Slovakia;GM;SVK;SLOVAKIA;Slovakia
Air Sofia;;SFB;AIR SOFIA;Bulgaria
Air Soleil;;SOE;AIR SOLEIL;Mauritania
Air Solutions;;LKY;LUCKY;United States
Air Somalia;;RSM;AIR SOMALIA;Somali Republic
Air Sorel;;WHY;AIR SOREL;Canada
Air South;;KKB;KHAKI BLUE;United States
Air South West;;PIE;PIRATE;United Kingdom
Air Southwest;;WOW;SWALLOW;United Kingdom
Air Southwest Ltd.;;ASW;AIRSOUTHWEST;Canada
Air Special;;ASX;AIRSPEC;Czech Republic
Air Specialties Corporation;;AMR;AIR AM;United States
Air Spirit;;SIP;AIR SPIRIT;United States
Air Sport;;MSK;AIR SPORT;Bulgaria
Air Srpska;RB;SBK;Air Srpska;Bosnia and Herzegovina
Air St. Thomas;;STT;PARADISE;United States
Air Star Corporation;;ASC;AIR STAR;Canada
Air Sultan;;SSL;SIERRA SULTAN;Sierra Leone
Air Sunshine;;RSI;AIR SUNSHINE;United States
Air Sureste;;AIS;SURESTE;Spain
Air Swift Aviation;;JOA;;Australia
Air Tahiti;VT;VTA;AIR TAHITI;French Polynesia
Air Tahiti Nui;TN;THT;TAHITI AIRLINES;France
Air Tahoma;;HMA;TAHOMA;United States
Air Tanzania;TC;ATC;TANZANIA;Tanzania
Air Taxi;;HAT;TAXI BIRD;France
Air Taxi & Cargo;;WAM;TAXI CARGO;Sudan
Air Tchad;;HTT;HOTEL TANGO;Chad
Air Tenglong;;CTE;TENGLONG;China
Air Tindi;8T;;;Canadian Territories
Air Today;;TDY;AIR TODAY;United States
Air Togo;YT;TGA;AIR TOGO;Togo
Air Tomisko;;TOH;TOMISKO CARGO;Serbia
Air Toronto;;CNE;CONNECTOR;Canada
Air Tractor;;AOU;AIR TRACTOR;Croatia
Air Traffic GmbH;;ATJ;SNOOPY;Germany
Air Transat;TS;TSC;TRANSAT;Canada
Air Transport;;EAT;TRANS EUROPE;Slovakia
Air Transport;;CYO;COYOTE;United States
Air Transport Association;;ATA;;United States
Air Transport International;8C;ATN;AIR TRANSPORT;United States
Air Transport Schiphol;;ATQ;MULTI;Netherlands
Air Transport Service;;ATS;;Democratic Republic of the Congo
Air Travel Corp.;;ATH;AIR TRAVEL;United States
Air Tungaru;;TUN;TUNGARU;Kiribati
Air Turks and Caicos;JY;TCI;KERRMONT;Turks and Caicos Islands
Air Turquoise;;RTQ;TURQUOISE;France
Air Uganda International Ltd.;;AUX;;Uganda
Air UK;UK;\N;;United Kingdom
Air Ukraine;6U;UKR;AIR UKRAINE;Ukraine
Air Umbria;;UMB;AIR UMBRIA;Italy
Air Universal;;UVS;UNI-LEONE;Sierra Leone
Air Urga;3N;URG;URGA;Ukraine
Air Valencia;;AVZ;AIR VALENCIA;Spain
Air Vanuatu;NF;AVN;AIR VAN;Vanuatu
Air Vardar;;VDR;VARDAR;Macedonia
Air Vegas;6V;VGA;AIR VEGAS;United States
Air VIA;VL;VIM;;Bulgaria
Air Victoria Georgia;;GVI;IRINA;Georgia
Air Viggi San Raffaele;;AHS;AIRSAR;Italy
Air VIP;;RVP;AEROVIP;Portugal
Air Vistara;UK;VTI;;India
Air Volga;G6;\N;GOUMRAK;Russia
Air Wales;6G;AWW;RED DRAGON;United Kingdom
Air Walser;;WLR;AIRWALSER;Italy
Air West;;AWT;AIR WEST;Canada
Air Whitsunday;;RWS;;Australia
Air Wings;;BSB;ARBAS;Moldova
Air Wisconsin;ZW;AWI;AIR WISCONSIN;United States
Air Xpress;;ARX; Inc.;AIREX
Air Yugoslavia;;YRG;YUGAIR;Serbia
Air Zambezi;;TZT;ZAMBEZI;Zimbabwe
Air Zermatt AG;;AZF;AIR ZERMATT;Switzerland
Air Zimbabwe;UM;AZW;AIR ZIMBABWE;Zimbabwe
Air2there;F8;\N;;New Zealand
Airailes;;EOL;EOLE;France
Air-Angol;;NGO;AIR ANGOL;Angola
AirAsia;AK;AXM;ASIAN EXPRESS;Malaysia
AirAsia Japan;;WAJ;WING ASIA;Japan
AirAsia X;D7;XAX;XANADU;Malaysia
Airblue;ED;ABQ;PAKBLUE;Pakistan
Airborne Express;GB;ABX;ABEX;United States
Airbourne School of Flying;;RGT;AIRGOAT;United Kingdom
AirBridge Cargo;RU;ABW;AIRBRIDGE CARGO;Russia
Airbus France;4Y;RBU;AIRBUS FRANCE;France
Airbus Industrie;AP;AIB;AIRBUS INDUSTRIE;France
Airbus Transport International;;BGA;BELOUGA;France
Aircompany Barcol;;BKL;BARCOL;Russia
Aircompany Chaika;;CHJ;AIR CHAIKA;Ukraine
Aircompany Grodno;;GRX;GRODNO;Belarus
Aircompany Rosavia;;URA;ROSAVIA;Ukraine
Aircompany Veteran;;RVT;AIR-VET;Armenia
Aircompany Yakutia;R3;SYL;AIR YAKUTIA;Russia
Aircraft Performance Group;;XLB;;United States
Aircraft Support and Services;;NFF;;Lebanon
Aircrew Check and Training Australia;;AIY;AIRCREW;Australia
Aircruising Australia;;AIX;CRUISER;Australia
Airdeal Oy;;ADU;AIRDEAL;Finland
Aires;4C;ARE; Aerovias de Integracion Regional; S.A.
Airest;;AIT; ;Estonia
Airfast Indonesia;;AFE;AIRFAST;Indonesia
Airfix Aviation;;FIX;AIRFIX;Finland
Airfreight Express;;AFX; ;United Kingdom
Air-Invest;;HKH;HAWKHUNGARY;Hungary
Airjet Exploracao Aerea De Carga;;MBC;MABECO;Angola
Airkenya;;XAK;SUNEXPRESS;Kenya
Airlec - Air Aquitaine Transport;;ARL;AIRLEC;France
AirLiberté;IJ;\N;;France
Airlift Alaska;;GSP;GREEN SPEED;United States
Air-Lift Associates;;WPK;WOLFPACK;United States
Airlift International;;AIR;AIRLIFT;United States
Airlinair;A5;RLA;AIRLINAIR;France
Airline Alania;;OST;ALANIA;Russia
Airline Operations Services;;XAO;;United States
Airline Skol;;CDV;SKOL;Russia
Airlines 400;;VAZ;REMONT AIR;Russia
Airlines Of Tasmania;FO;ATM;AIRTAS;Australia
Airlines PNG;CG;TOK;BALUS;Papua New Guinea
Airlink;;LNK;LINK;South Africa
Airlink;;JAR;AIRLINK;Austria
Airlink (SAA);4Z;\N;;South Africa
Airlink Airways;;HYR;HIGHFLYER;Ireland
Airlink Solutions;;LKS;AIRLIN;Spain
Airlink Zambia;K8;ZAK;;Zambia
Airman;;AYM; S.L.;AIRMAN
Airmark Aviation;;TRH;TRANSTAR;United States
Airmark Aviation;;THM;THAI AIRMARK;Thailand
Airmax;;MMX;PERUMAX;Peru
Airnorth;TL;ANO;TOPEND;Australia
AirOne Atlantic;0;AO1;;Slovakia
AirOne Continental;0;0;Eastern;Slovakia
AirOne Polska;U1;1;AOC;Poland
AirOnix;OG;\N;;Ukraine
Airpac;;APM; Inc.;ALASKA PACIFIC
Airpac Airlines;;APC; Inc.;AIRPAC
Airplanes Holdings;;AHH;AIRHOLD;Ireland
Airport Bratsk;;BRP;AEROBRA;Russia
Airport Helicopter Basel;;AHE; Muller & Co.;AIRPORT HELICOPTER
Airpull Aviation;;IPL;IPULL;Spain
Airquarius Air Charter;;SSN;SUNSTREAM;South Africa
AirQuarius Aviation;;AQU;QUARIUS;South Africa
Air-Rep;;XPR;;United States
AirRussia;R8;RRJ;russiancloud;Russia
Airservices Australia;;ADA;AUSCAL;Australia
Airshare Holdings;;SHH;AIRSHARE;United Kingdom
Airshop;FF;;;Netherlands
Airspeed Aviation;;SPD;SPEEDLINE;Canada
Air-Spray 1967 Ltd.;;ASB;AIR SPRAY;Canada
Airsprint;;ASP;AIRSPRINT;Canada
Airstars;PL;ASE;MOROZOV;Russia
Airtime Charters;;IME;AIRTIME;United Kingdom
AirTran Airways;FL;TRS;CITRUS;United States
Airtrans Ltd;;VAB;;Russia
airtransse;;TSQ;AIRTRA;Japan
Airvallee;;RVL;AIR VALLEE;Italy
Airvantage Incorporated;;AVV;AIRVANTAGE;United States
Airventure;;RVE;AIRVENTURE;Belgium
Airvias S/A Linhas Aereas;;AIV;AIRVIAS;Brazil
Airwave Transport;;AWV; Inc.;AIRWAVE
Airwaves Airlink;;WLA;AIRLIMITED;Zambia
Airway Express;;AEX;AVCO;United States
Airways;;WAY;GARONNE;France
Airways Corporation of New Zealand;;XFX;AIRCORP;New Zealand
Airways Flight Training;;DRM;DARTMOOR;United Kingdom
Airways International;;AWB; Inc.;AIRNAT
AirWest;;AWZ; ;Sudan
Airwing;;NWG;NORWING;Norway
Airwings oy;;WGS;AIRWINGS;Finland
Airwork;;AWK;AIRWORK;New Zealand
Airworld;;SPZ;SPEED SERVICE;South Africa
Ajet;;AJY;AYJET;Cyprus
AJT Air International;E9;\N;;Russia
AK Navigator LLC;;AKZ;ABSOLUTE;Kazakhstan
Akhal;;AKH;AKHAL;Turkmenistan
Aklak Air;;AKK;AKLAK;Canada
Aktjubavia;;AKB;KARAB;Kazakhstan
Al Ahram Aviation;;LHR;AL AHRAM;Egypt
Al Farana Airline;;PHR;PHARAOH;Egypt
Al Rais Cargo;;HJT;AL-RAIS CARGO;United Arab Emirates
Al Rida Airways;;LRW;AL RIDA;Mauritania
Alada;;RAD;AIR ALADA;Angola
Aladia Airlines;;AYD;AIRLINES ALADIA;Mexico
Alajnihah for Air Transport;;ANH;ALAJNIHAH;Libya
ALAK;J4;\N;;Russia
Alamia Air;;LML;ALAMIA AIR;Libya
Alamo Aviacion;;AVD; S.L.;ALAMO
Alan Mann Helicopters Ltd.;;AMH;MANN;United Kingdom
Alaniya Airlines;2D;\N;;Russia
Alas de Venezuela;;ALV;ALVEN;Venezuela
Alas Nacionales;;ALW; S.A.;ALNACIONAL
Alaska Airlines;AS;ASA; Inc.;ALASKA
Alaska Central Express;KO;AER;ACE AIR;United States
Alaska Island Air;;AAK;ALASKA ISLAND;United States
Alaska Seaplane Service;J5;\N;;United States
Alatau Airlines;;BMV;OLIGA;Kazakhstan
Alba Servizi Aerotrasporti;;AFQ;ALBA;Italy
Albanian Airlines;LV;LBC;ALBANIAN;Albania
Albarka Air;F4;NBK;AL-AIR;Nigeria
AlbaStar;;LAV;;Spain
Albatros Airways;;LBW;ALBANWAYS;Albania
Alberni Airways;;BNI;ALBERNI;Canada
Alberta Citylink;;ABK;ALBERTA CITYLINK;Canada
Alberta Government;;GOA;ALBERTA;Canada
Albion Aviation;;ALD;ALBION;United Kingdom
